ID,segment
test-62783,0.15
test-62784,0.05543947726714591
test-62785,0.03
test-62786,0.13
test-62787,0.39
test-62788,0.04
test-62789,0.05017071451131642
test-6279,0.1
test-62790,0.0
test-62791,0.2
test-62792,0.2
test-62793,0.24
test-62794,0.0
test-62795,0.0
test-62796,0.03
test-62797,0.01
test-62798,0.049525201650850253
test-62799,0.07
test-628,0.02
test-6280,0.13
test-62800,0.11
test-62801,0.3
test-62802,0.33
test-62803,0.03
test-62804,0.11
test-62805,0.23
test-62806,0.01
test-62807,0.18
test-62808,0.09
test-62809,0.01
test-6281,0.44
test-62810,0.05
test-62811,0.26
test-62812,0.26
test-62813,0.0
test-62814,0.15
test-62815,0.0
test-62816,0.06
test-62817,0.06
test-62818,0.31
test-62819,0.01
test-6282,0.09
test-62820,0.06
test-62821,0.28
test-62822,0.1
test-62823,0.07
test-62824,0.04
test-62825,0.17
test-62826,0.11
test-62827,0.17
test-62828,0.0
test-62829,0.29
test-6283,0.03
test-62830,0.05017071451131642
test-62831,0.03
test-62832,0.06950410978315938
test-62833,0.05
test-62834,0.09
test-62835,0.07
test-62836,0.005
test-62837,0.0
test-62838,0.05
test-62839,0.05543947726714591
test-6284,0.06
test-62840,0.04131725656970357
test-62841,0.0
test-62842,0.23
test-62843,0.02
test-62844,0.11
test-62845,0.01
test-62846,0.04
test-62847,0.04
test-62848,0.05
test-62849,0.03
test-6285,0.01
test-62850,0.23
test-62851,0.07
test-62852,0.0
test-62853,0.13
test-62854,0.11
test-62855,0.0506571742058792
test-62856,0.15
test-62857,0.13
test-62858,0.02
test-62859,0.36
test-6286,0.12
test-62860,0.12
test-62861,0.14
test-62862,0.04
test-62863,0.01
test-62864,0.08
test-62865,0.03
test-62866,0.06363853389178516
test-62867,0.02
test-62868,0.11
test-62869,0.11
test-6287,0.48
test-62870,0.24
test-62871,0.03
test-62872,0.0506571742058792
test-62873,0.16
test-62874,0.03
test-62875,0.17
test-62876,0.07
test-62877,0.1
test-62878,0.09
test-62879,0.23
test-6288,0.0
test-62880,0.03
test-62881,0.1909881302625307
test-62882,0.31
test-62883,0.22
test-62884,0.0
test-62885,0.04
test-62886,0.26
test-62887,0.08
test-62888,0.29
test-62889,0.03
test-6289,0.1
test-62890,0.03
test-62891,0.03
test-62892,0.01
test-62893,0.23
test-62894,0.17
test-62895,0.06
test-62896,0.14
test-62897,0.16
test-62898,0.02
test-62899,0.0
test-629,0.2
test-6290,0.05
test-62900,0.27
test-62901,0.25
test-62902,0.16
test-62903,0.0
test-62904,0.12
test-62905,0.15
test-62906,0.09250902120755061
test-62907,0.14
test-62908,0.07
test-62909,0.24
test-6291,0.03
test-62910,0.21
test-62911,0.01
test-62912,0.04448394132917704
test-62913,0.12406806102394331
test-62914,0.21
test-62915,0.05
test-62916,0.09
test-62917,0.2
test-62918,0.02
test-62919,0.01
test-6292,0.0
test-62920,0.2
test-62921,0.09
test-62922,0.01
test-62923,0.0
test-62924,0.13
test-62925,0.05082057651299055
test-62926,0.01
test-62927,0.52
test-62928,0.02
test-62929,0.06
test-6293,0.35
test-62930,0.01
test-62931,0.52
test-62932,0.3
test-62933,0.07
test-62934,0.0
test-62935,0.11
test-62936,0.03
test-62937,0.37
test-62938,0.15
test-62939,0.02
test-6294,0.04
test-62940,0.09
test-62941,0.06
test-62942,0.14
test-62943,0.00621855825570854
test-62944,0.01
test-62945,0.47
test-62946,0.06
test-62947,0.08
test-62948,0.12
test-62949,0.12
test-6295,0.02
test-62950,0.03
test-62951,0.05453691514476548
test-62952,0.25
test-62953,0.048688140431420494
test-62954,0.05
test-62955,0.04
test-62956,0.04
test-62957,0.33
test-62958,0.25
test-62959,0.08
test-6296,0.36
test-62960,0.13
test-62961,0.0
test-62962,0.11
test-62963,0.01
test-62964,0.28
test-62965,0.03
test-62966,0.22
test-62967,0.11
test-62968,0.08
test-62969,0.09766666666666668
test-6297,0.0
test-62970,0.0
test-62971,0.08
test-62972,0.02
test-62973,0.17
test-62974,0.02
test-62975,0.01
test-62976,0.08
test-62977,0.02
test-62978,0.01
test-62979,0.21
test-6298,0.09
test-62980,0.18
test-62981,0.03
test-62982,0.1
test-62983,0.2
test-62984,0.0
test-62985,0.01
test-62986,0.11
test-62987,0.21
test-62988,0.15
test-62989,0.05
test-6299,0.07
test-62990,0.04046330778598693
test-62991,0.24
test-62992,0.07
test-62993,0.37
test-62994,0.05
test-62995,0.09
test-62996,0.02
test-62997,0.0506571742058792
test-62998,0.09
test-62999,0.0
test-63,0.36
test-630,0.27
test-6300,0.0
test-63000,0.21
test-63001,0.0
test-63002,0.18
test-63003,0.11
test-63004,0.08
test-63005,0.0
test-63006,0.0
test-63007,0.02
test-63008,0.29
test-63009,0.01
test-6301,0.0
test-63010,0.23
test-63011,0.07
test-63012,0.27
test-63013,0.16
test-63014,0.01
test-63015,0.07
test-63016,0.07620629470538817
test-63017,0.67
test-63018,0.07
test-63019,0.13
test-6302,0.3
test-63020,0.14
test-63021,0.01
test-63022,0.21
test-63023,0.22
test-63024,0.0
test-63025,0.0
test-63026,0.0
test-63027,0.01
test-63028,0.23
test-63029,0.0
test-6303,0.652
test-63030,0.03
test-63031,0.01
test-63032,0.2
test-63033,0.16
test-63034,0.01
test-63035,0.17
test-63036,0.05
test-63037,0.04
test-63038,0.23
test-63039,0.22
test-6304,0.34
test-63040,0.12
test-63041,0.24
test-63042,0.06639559889627529
test-63043,0.05453691514476548
test-63044,0.06
test-63045,0.02
test-63046,0.04838511504541482
test-63047,0.08
test-63048,0.08
test-63049,0.07
test-6305,0.09
test-63050,0.16
test-63051,0.06
test-63052,0.0
test-63053,0.02
test-63054,0.25
test-63055,0.02
test-63056,0.05
test-63057,0.017344263766909156
test-63058,0.07
test-63059,0.03
test-6306,0.08
test-63060,0.02
test-63061,0.27
test-63062,0.07
test-63063,0.29
test-63064,0.16
test-63065,0.05
test-63066,0.13
test-63067,0.0
test-63068,0.07
test-63069,0.08
test-6307,0.08
test-63070,0.22
test-63071,0.0
test-63072,0.01
test-63073,0.37
test-63074,0.15
test-63075,0.03
test-63076,0.19
test-63077,0.01
test-63078,0.01
test-63079,0.03
test-6308,0.21
test-63080,0.08
test-63081,0.01
test-63082,0.1
test-63083,0.02
test-63084,0.04
test-63085,0.06
test-63086,0.07
test-63087,0.23
test-63088,0.16
test-63089,0.16
test-6309,0.05017071451131642
test-63090,0.2
test-63091,0.11
test-63092,0.19
test-63093,0.01
test-63094,0.0
test-63095,0.39
test-63096,0.03
test-63097,0.13
test-63098,0.0
test-63099,0.10964724572812806
test-631,0.13
test-6310,0.07619375149792984
test-63100,0.32
test-63101,0.29
test-63102,0.24
test-63103,0.06
test-63104,0.0
test-63105,0.03
test-63106,0.033
test-63107,0.02
test-63108,0.02
test-63109,0.13
test-6311,0.1
test-63110,0.01
test-63111,0.2
test-63112,0.02
test-63113,0.32
test-63114,0.06
test-63115,0.1
test-63116,0.09
test-63117,0.03
test-63118,0.12
test-63119,0.04
test-6312,0.14
test-63120,0.25
test-63121,0.0
test-63122,0.0
test-63123,0.02
test-63124,0.05
test-63125,0.28
test-63126,0.14
test-63127,0.05
test-63128,0.08242009284261659
test-63129,0.06
test-6313,0.04
test-63130,0.09
test-63131,0.16
test-63132,0.08
test-63133,0.02
test-63134,0.01
test-63135,0.01
test-63136,0.03
test-63137,0.04
test-63138,0.01
test-63139,0.02
test-6314,0.02
test-63140,0.22
test-63141,0.04
test-63142,0.0
test-63143,0.08757317997684753
test-63144,0.01
test-63145,0.4625
test-63146,0.28
test-63147,0.04
test-63148,0.19254942279942278
test-63149,0.05
test-6315,0.09
test-63150,0.01
test-63151,0.02
test-63152,0.06
test-63153,0.0
test-63154,0.04
test-63155,0.01
test-63156,0.25
test-63157,0.02
test-63158,0.01
test-63159,0.02
test-6316,0.15
test-63160,0.26
test-63161,0.13
test-63162,0.12
test-63163,0.04
test-63164,0.13
test-63165,0.0
test-63166,0.04
test-63167,0.19
test-63168,0.02
test-63169,0.1
test-6317,0.13
test-63170,0.09
test-63171,0.06914126820345295
test-63172,0.1
test-63173,0.01
test-63174,0.01
test-63175,0.18
test-63176,0.06
test-63177,0.23
test-63178,0.03
test-63179,0.16
test-6318,0.23
test-63180,0.0
test-63181,0.39
test-63182,0.08
test-63183,0.01
test-63184,0.0
test-63185,0.13
test-63186,0.0
test-63187,0.0
test-63188,0.05
test-63189,0.07872368691784638
test-6319,0.16
test-63190,0.0
test-63191,0.09
test-63192,0.0
test-63193,0.19
test-63194,0.38
test-63195,0.03
test-63196,0.02
test-63197,0.08300219836508001
test-63198,0.08
test-63199,0.09
test-632,0.08
test-6320,0.0
test-63200,0.0175
test-63201,0.03
test-63202,0.04
test-63203,0.36
test-63204,0.08
test-63205,0.25
test-63206,0.02
test-63207,0.0
test-63208,0.12
test-63209,0.07
test-6321,0.0
test-63210,0.0
test-63211,0.21
test-63212,0.16
test-63213,0.07
test-63214,0.11
test-63215,0.19
test-63216,0.17
test-63217,0.03
test-63218,0.02
test-63219,0.18
test-6322,0.02
test-63220,0.22131349206349202
test-63221,0.18
test-63222,0.01
test-63223,0.04
test-63224,0.17
test-63225,0.4
test-63226,0.01
test-63227,0.24
test-63228,0.03
test-63229,0.15
test-6323,0.01
test-63230,0.11
test-63231,0.27
test-63232,0.06
test-63233,0.02
test-63234,0.019597506839441104
test-63235,0.12
test-63236,0.02
test-63237,0.11070084256739653
test-63238,0.07
test-63239,0.02
test-6324,0.4
test-63240,0.02
test-63241,0.02
test-63242,0.16666666666666669
test-63243,0.31
test-63244,0.0
test-63245,0.07940012564516319
test-63246,0.02
test-63247,0.0
test-63248,0.01
test-63249,0.35
test-6325,0.01
test-63250,0.16
test-63251,0.07
test-63252,0.07
test-63253,0.0
test-63254,0.1
test-63255,0.03
test-63256,0.03
test-63257,0.12
test-63258,0.17
test-63259,0.2
test-6326,0.23
test-63260,0.01
test-63261,0.03
test-63262,0.34
test-63263,0.16
test-63264,0.11
test-63265,0.12
test-63266,0.03
test-63267,0.02
test-63268,0.06097248885880044
test-63269,0.03
test-6327,0.06
test-63270,0.16
test-63271,0.01
test-63272,0.16
test-63273,0.02
test-63274,0.01
test-63275,0.34
test-63276,0.03
test-63277,0.1
test-63278,0.0
test-63279,0.04838511504541482
test-6328,0.05
test-63280,0.04
test-63281,0.09
test-63282,0.0
test-63283,0.3288095238095238
test-63284,0.05
test-63285,0.15
test-63286,0.05
test-63287,0.04
test-63288,0.13
test-63289,0.27
test-6329,0.02
test-63290,0.08800088627453696
test-63291,0.05543947726714591
test-63292,0.44499999999999984
test-63293,0.0
test-63294,0.01
test-63295,0.22
test-63296,0.03
test-63297,0.01
test-63298,0.04838511504541482
test-63299,0.05
test-633,0.11
test-6330,0.12
test-63300,0.053701157645553436
test-63301,0.02
test-63302,0.08
test-63303,0.07
test-63304,0.04
test-63305,0.16
test-63306,0.07
test-63307,0.12
test-63308,0.2
test-63309,0.12
test-6331,0.17
test-63310,0.0
test-63311,0.03
test-63312,0.07
test-63313,0.04
test-63314,0.06
test-63315,0.01
test-63316,0.24
test-63317,0.14
test-63318,0.0
test-63319,0.02
test-6332,0.15
test-63320,0.0
test-63321,0.03
test-63322,0.19
test-63323,0.13
test-63324,0.04
test-63325,0.0
test-63326,0.02
test-63327,0.1
test-63328,0.05805460377313469
test-63329,0.03
test-6333,0.0
test-63330,0.02
test-63331,0.05
test-63332,0.0
test-63333,0.07
test-63334,0.22
test-63335,0.1
test-63336,0.53
test-63337,0.2
test-63338,0.36
test-63339,0.31
test-6334,0.11
test-63340,0.0
test-63341,0.23
test-63342,0.22
test-63343,0.02
test-63344,0.0
test-63345,0.3
test-63346,0.06
test-63347,0.17
test-63348,0.38
test-63349,0.0
test-6335,0.1
test-63350,0.01
test-63351,0.07
test-63352,0.07
test-63353,0.01
test-63354,0.37
test-63355,0.17
test-63356,0.05
test-63357,0.06
test-63358,0.12
test-63359,0.14
test-6336,0.01
test-63360,0.0
test-63361,0.44
test-63362,0.145
test-63363,0.1574711399711399
test-63364,0.07
test-63365,0.15
test-63366,0.048688140431420494
test-63367,0.05
test-63368,0.42
test-63369,0.044303723016483235
test-6337,0.04
test-63370,0.01
test-63371,0.05
test-63372,0.2
test-63373,0.14
test-63374,0.1
test-63375,0.13
test-63376,0.18
test-63377,0.1
test-63378,0.25
test-63379,0.22
test-6338,0.056499999999999995
test-63380,0.03
test-63381,0.05290023935762684
test-63382,0.21
test-63383,0.01
test-63384,0.03
test-63385,0.34
test-63386,0.15
test-63387,0.033535136797251376
test-63388,0.08
test-63389,0.02
test-6339,0.09150127650127649
test-63390,0.0
test-63391,0.48
test-63392,0.01
test-63393,0.0
test-63394,0.16
test-63395,0.04838511504541482
test-63396,0.02
test-63397,0.0
test-63398,0.19
test-63399,0.04
test-634,0.13
test-6340,0.01
test-63400,0.21
test-63401,0.03
test-63402,0.25
test-63403,0.7133333333333333
test-63404,0.01
test-63405,0.05
test-63406,0.14
test-63407,0.0
test-63408,0.22
test-63409,0.09
test-6341,0.06
test-63410,0.18
test-63411,0.15
test-63412,0.08806117316213197
test-63413,0.05
test-63414,0.32
test-63415,0.03
test-63416,0.03
test-63417,0.16
test-63418,0.02
test-63419,0.01
test-6342,0.11
test-63420,0.05
test-63421,0.52
test-63422,0.0
test-63423,0.0
test-63424,0.04
test-63425,0.03
test-63426,0.0
test-63427,0.19
test-63428,0.06
test-63429,0.07619375149792984
test-6343,0.07872368691784638
test-63430,0.24
test-63431,0.15
test-63432,0.08
test-63433,0.07275801812566518
test-63434,0.0
test-63435,0.01
test-63436,0.09
test-63437,0.0
test-63438,0.29
test-63439,0.1
test-6344,0.25
test-63440,0.23
test-63441,0.03
test-63442,0.04
test-63443,0.24
test-63444,0.17
test-63445,0.07
test-63446,0.07
test-63447,0.01
test-63448,0.05
test-63449,0.08
test-6345,0.02
test-63450,0.01
test-63451,0.0
test-63452,0.23
test-63453,0.2175
test-63454,0.06
test-63455,0.01
test-63456,0.14
test-63457,0.16
test-63458,0.18
test-63459,0.16
test-6346,0.0
test-63460,0.32
test-63461,0.17
test-63462,0.02
test-63463,0.07
test-63464,0.19
test-63465,0.09
test-63466,0.0
test-63467,0.06
test-63468,0.05
test-63469,0.15
test-6347,0.24
test-63470,0.08806117316213197
test-63471,0.1
test-63472,0.0
test-63473,0.07
test-63474,0.17
test-63475,0.11
test-63476,0.14
test-63477,0.17
test-63478,0.12
test-63479,0.0
test-6348,0.0
test-63480,0.03
test-63481,0.01
test-63482,0.01
test-63483,0.14
test-63484,0.15
test-63485,0.09
test-63486,0.31
test-63487,0.01
test-63488,0.13
test-63489,0.04838511504541482
test-6349,0.35
test-63490,0.031653663948735165
test-63491,0.02
test-63492,0.0
test-63493,0.05
test-63494,0.07
test-63495,0.11
test-63496,0.047703964763834435
test-63497,0.02
test-63498,0.08
test-63499,0.2
test-635,0.08109086828204476
test-6350,0.17
test-63500,0.05
test-63501,0.07
test-63502,0.14
test-63503,0.42
test-63504,0.42
test-63505,0.14
test-63506,0.2
test-63507,0.09
test-63508,0.22
test-63509,0.0
test-6351,0.19
test-63510,0.02
test-63511,0.1
test-63512,0.2
test-63513,0.005
test-63514,0.29
test-63515,0.16
test-63516,0.0
test-63517,0.07
test-63518,0.12
test-63519,0.14
test-6352,0.02
test-63520,0.06
test-63521,0.0
test-63522,0.03
test-63523,0.26
test-63524,0.18
test-63525,0.1
test-63526,0.14
test-63527,0.02
test-63528,0.01
test-63529,0.01
test-6353,0.01
test-63530,0.11
test-63531,0.01
test-63532,0.04
test-63533,0.01
test-63534,0.02
test-63535,0.09
test-63536,0.0
test-63537,0.04
test-63538,0.13
test-63539,0.01
test-6354,0.0
test-63540,0.0
test-63541,0.29
test-63542,0.4
test-63543,0.01
test-63544,0.11
test-63545,0.27
test-63546,0.0
test-63547,0.15
test-63548,0.08677996755158009
test-63549,0.18
test-6355,0.12
test-63550,0.06914126820345295
test-63551,0.17600000000000002
test-63552,0.03
test-63553,0.01
test-63554,0.0
test-63555,0.09
test-63556,0.03
test-63557,0.18
test-63558,0.03
test-63559,0.07
test-6356,0.04
test-63560,0.07
test-63561,0.0
test-63562,0.13
test-63563,0.19
test-63564,0.09
test-63565,0.0
test-63566,0.01
test-63567,0.02
test-63568,0.23
test-63569,0.04838511504541482
test-6357,0.15
test-63570,0.25
test-63571,0.15
test-63572,0.37
test-63573,0.1
test-63574,0.2
test-63575,0.11
test-63576,0.0
test-63577,0.11
test-63578,0.02
test-63579,0.15
test-6358,0.03
test-63580,0.02
test-63581,0.38
test-63582,0.18
test-63583,0.01
test-63584,0.16
test-63585,0.03
test-63586,0.09227444511113239
test-63587,0.1176905594405594
test-63588,0.02
test-63589,0.19
test-6359,0.17
test-63590,0.02
test-63591,0.0
test-63592,0.04533333333333333
test-63593,0.04
test-63594,0.06
test-63595,0.02
test-63596,0.23
test-63597,0.05
test-63598,0.45
test-63599,0.04
test-636,0.06
test-6360,0.01
test-63600,0.1
test-63601,0.17
test-63602,0.24
test-63603,0.09325291311854142
test-63604,0.0
test-63605,0.05453691514476548
test-63606,0.05956124958167419
test-63607,0.04166666666666667
test-63608,0.15
test-63609,0.22
test-6361,0.0
test-63610,0.16
test-63611,0.12
test-63612,0.15
test-63613,0.01
test-63614,0.03
test-63615,0.18
test-63616,0.06
test-63617,0.21
test-63618,0.0
test-63619,0.25
test-6362,0.21
test-63620,0.03
test-63621,0.03
test-63622,0.02
test-63623,0.2
test-63624,0.07
test-63625,0.2
test-63626,0.033535136797251376
test-63627,0.0
test-63628,0.03
test-63629,0.15
test-6363,0.0
test-63630,0.0
test-63631,0.15
test-63632,0.15
test-63633,0.01
test-63634,0.1
test-63635,0.04
test-63636,0.02
test-63637,0.25
test-63638,0.18
test-63639,0.04
test-6364,0.03
test-63640,0.21
test-63641,0.05
test-63642,0.2
test-63643,0.17
test-63644,0.01
test-63645,0.11
test-63646,0.0
test-63647,0.12
test-63648,0.01
test-63649,0.0
test-6365,0.05
test-63650,0.03
test-63651,0.13
test-63652,0.11
test-63653,0.16
test-63654,0.32
test-63655,0.2
test-63656,0.45188095238095227
test-63657,0.0
test-63658,0.15
test-63659,0.23
test-6366,0.18
test-63660,0.1
test-63661,0.07
test-63662,0.2
test-63663,0.01
test-63664,0.006944444444444444
test-63665,0.13
test-63666,0.02
test-63667,0.06
test-63668,0.19
test-63669,0.07
test-6367,0.15
test-63670,0.37
test-63671,0.18
test-63672,0.051094848684734816
test-63673,0.19
test-63674,0.01
test-63675,0.08
test-63676,0.09
test-63677,0.05956124958167419
test-63678,0.0
test-63679,0.01
test-6368,0.08
test-63680,0.15
test-63681,0.11
test-63682,0.02
test-63683,0.02
test-63684,0.03
test-63685,0.05
test-63686,0.0
test-63687,0.22
test-63688,0.09
test-63689,0.04343016147431212
test-6369,0.0
test-63690,0.04
test-63691,0.08300219836508001
test-63692,0.06
test-63693,0.08
test-63694,0.1
test-63695,0.03
test-63696,0.0
test-63697,0.05
test-63698,0.0
test-63699,0.08
test-637,0.35853426844912917
test-6370,0.03
test-63700,0.19
test-63701,0.23
test-63702,0.039208135447653426
test-63703,0.11
test-63704,0.17
test-63705,0.29
test-63706,0.2
test-63707,0.17
test-63708,0.02
test-63709,0.05
test-6371,0.03
test-63710,0.11
test-63711,0.019597506839441104
test-63712,0.01
test-63713,0.0
test-63714,0.11
test-63715,0.08
test-63716,0.02
test-63717,0.21
test-63718,0.21
test-63719,0.16
test-6372,0.01
test-63720,0.0
test-63721,0.12
test-63722,0.0
test-63723,0.01
test-63724,0.01
test-63725,0.007833333333333333
test-63726,0.02
test-63727,0.02
test-63728,0.46
test-63729,0.15
test-6373,0.09
test-63730,0.0
test-63731,0.14
test-63732,0.29
test-63733,0.01
test-63734,0.24
test-63735,0.13
test-63736,0.02
test-63737,0.18
test-63738,0.06833333333333333
test-63739,0.0
test-6374,0.02
test-63740,0.24
test-63741,0.05237876520359564
test-63742,0.07
test-63743,0.0
test-63744,0.06
test-63745,0.06
test-63746,0.04
test-63747,0.08
test-63748,0.05
test-63749,0.09
test-6375,0.14
test-63750,0.0
test-63751,0.09
test-63752,0.0
test-63753,0.03
test-63754,0.1
test-63755,0.02
test-63756,0.16
test-63757,0.0
test-63758,0.3
test-63759,0.25
test-6376,0.0
test-63760,0.01
test-63761,0.17
test-63762,0.15
test-63763,0.0
test-63764,0.06
test-63765,0.07
test-63766,0.04
test-63767,0.1
test-63768,0.19
test-63769,0.02
test-6377,0.125
test-63770,0.06
test-63771,0.03
test-63772,0.0
test-63773,0.07872368691784638
test-63774,0.0
test-63775,0.23
test-63776,0.1
test-63777,0.1
test-63778,0.1136406720538576
test-63779,0.15
test-6378,0.39
test-63780,0.09
test-63781,0.31
test-63782,0.07
test-63783,0.02
test-63784,0.07
test-63785,0.37
test-63786,0.0017142857142857142
test-63787,0.01
test-63788,0.18
test-63789,0.0
test-6379,0.047703964763834435
test-63790,0.1
test-63791,0.07
test-63792,0.32
test-63793,0.11
test-63794,0.0
test-63795,0.11
test-63796,0.01
test-63797,0.04
test-63798,0.15627417027417032
test-63799,0.11
test-638,0.03
test-6380,0.08
test-63800,0.18
test-63801,0.0
test-63802,0.19
test-63803,0.09
test-63804,0.29
test-63805,0.0
test-63806,0.04
test-63807,0.04
test-63808,0.07
test-63809,0.01
test-6381,0.05
test-63810,0.03
test-63811,0.06914126820345295
test-63812,0.06398040720478124
test-63813,0.25
test-63814,0.04
test-63815,0.04
test-63816,0.1
test-63817,0.14
test-63818,0.14
test-63819,0.23
test-6382,0.12
test-63820,0.054585023874556174
test-63821,0.05
test-63822,0.01
test-63823,0.0
test-63824,0.13
test-63825,0.0
test-63826,0.11
test-63827,0.01
test-63828,0.0
test-63829,0.06
test-6383,0.05956124958167419
test-63830,0.08
test-63831,0.02
test-63832,0.33
test-63833,0.05
test-63834,0.04
test-63835,0.13
test-63836,0.11
test-63837,0.1
test-63838,0.23
test-63839,0.2
test-6384,0.16
test-63840,0.1
test-63841,0.12
test-63842,0.14
test-63843,0.18
test-63844,0.0
test-63845,0.06
test-63846,0.12
test-63847,0.07
test-63848,0.2
test-63849,0.05
test-6385,0.0
test-63850,0.02
test-63851,0.27
test-63852,0.0
test-63853,0.06
test-63854,0.19
test-63855,0.0
test-63856,0.34
test-63857,0.0
test-63858,0.01
test-63859,0.1
test-6386,0.22
test-63860,0.24
test-63861,0.27
test-63862,0.14
test-63863,0.01
test-63864,0.19
test-63865,0.35
test-63866,0.32
test-63867,0.19
test-63868,0.13
test-63869,0.04
test-6387,0.14
test-63870,0.18
test-63871,0.04908282965763282
test-63872,0.16
test-63873,0.0
test-63874,0.01
test-63875,0.44
test-63876,0.04448394132917704
test-63877,0.14
test-63878,0.24
test-63879,0.08
test-6388,0.03
test-63880,0.02
test-63881,0.37
test-63882,0.14816666666666667
test-63883,0.0
test-63884,0.04
test-63885,0.17
test-63886,0.0
test-63887,0.07
test-63888,0.09
test-63889,0.02
test-6389,0.28
test-63890,0.14
test-63891,0.0
test-63892,0.02
test-63893,0.3
test-63894,0.17
test-63895,0.16
test-63896,0.16
test-63897,0.02
test-63898,0.03
test-63899,0.14
test-639,0.0
test-6390,0.06
test-63900,0.01
test-63901,0.07
test-63902,0.21
test-63903,0.02
test-63904,0.25
test-63905,0.0
test-63906,0.01
test-63907,0.28
test-63908,0.39
test-63909,0.0
test-6391,0.006666666666666666
test-63910,0.07
test-63911,0.1
test-63912,0.14
test-63913,0.08
test-63914,0.32
test-63915,0.13
test-63916,0.04
test-63917,0.14
test-63918,0.01
test-63919,0.08
test-6392,0.14
test-63920,0.33
test-63921,0.04
test-63922,0.05453691514476548
test-63923,0.03
test-63924,0.19643317892118187
test-63925,0.12
test-63926,0.12
test-63927,0.02
test-63928,0.07
test-63929,0.13
test-6393,0.09
test-63930,0.09
test-63931,0.03
test-63932,0.02
test-63933,0.03
test-63934,0.14
test-63935,0.08
test-63936,0.05
test-63937,0.09
test-63938,0.0
test-63939,0.08
test-6394,0.2
test-63940,0.13
test-63941,0.21
test-63942,0.11
test-63943,0.04
test-63944,0.28
test-63945,0.33
test-63946,0.02
test-63947,0.0
test-63948,0.07
test-63949,0.17
test-6395,0.06
test-63950,0.01
test-63951,0.053701157645553436
test-63952,0.1
test-63953,0.26
test-63954,0.18
test-63955,0.0
test-63956,0.27
test-63957,0.13
test-63958,0.07
test-63959,0.01
test-6396,0.08534020963399229
test-63960,0.21
test-63961,0.13
test-63962,0.0
test-63963,0.11
test-63964,0.04
test-63965,0.09
test-63966,0.37
test-63967,0.06
test-63968,0.03
test-63969,0.04
test-6397,0.08
test-63970,0.11
test-63971,0.25309523809523815
test-63972,0.02
test-63973,0.72
test-63974,0.04880364970813191
test-63975,0.12
test-63976,0.05
test-63977,0.0
test-63978,0.0
test-63979,0.05
test-6398,0.02
test-63980,0.23
test-63981,0.01
test-63982,0.03
test-63983,0.36
test-63984,0.22
test-63985,0.05
test-63986,0.07
test-63987,0.23
test-63988,0.14
test-63989,0.1
test-6399,0.01
test-63990,0.19
test-63991,0.24
test-63992,0.03
test-63993,0.1
test-63994,0.2
test-63995,0.0
test-63996,0.24
test-63997,0.14
test-63998,0.11
test-63999,0.04131725656970357
test-64,0.02
test-640,0.14
test-6400,0.09
test-64000,0.14
test-64001,0.0
test-64002,0.08300219836508001
test-64003,0.4
test-64004,0.07
test-64005,0.04880364970813191
test-64006,0.12
test-64007,0.1
test-64008,0.03
test-64009,0.24
test-6401,0.1
test-64010,0.16
test-64011,0.0
test-64012,0.19
test-64013,0.1
test-64014,0.04
test-64015,0.09
test-64016,0.23
test-64017,0.08077156213578196
test-64018,0.04
test-64019,0.04
test-6402,0.56
test-64020,0.09
test-64021,0.19
test-64022,0.23
test-64023,0.2
test-64024,0.21
test-64025,0.04
test-64026,0.04131725656970357
test-64027,0.09
test-64028,0.01
test-64029,0.11
test-6403,0.06
test-64030,0.09
test-64031,0.03
test-64032,0.08
test-64033,0.02
test-64034,0.04
test-64035,0.29
test-64036,0.06
test-64037,0.14
test-64038,0.06
test-64039,0.17
test-6404,0.01
test-64040,0.0
test-64041,0.21
test-64042,0.12
test-64043,0.16
test-64044,0.13
test-64045,0.019666666666666666
test-64046,0.01
test-64047,0.03
test-64048,0.06744812371342127
test-64049,0.07
test-6405,0.0
test-64050,0.03
test-64051,0.04
test-64052,0.22
test-64053,0.21
test-64054,0.48
test-64055,0.23
test-64056,0.15
test-64057,0.2
test-64058,0.11
test-64059,0.13
test-6406,0.06
test-64060,0.07
test-64061,0.08705017334926586
test-64062,0.07872368691784638
test-64063,0.01
test-64064,0.04
test-64065,0.16
test-64066,0.14
test-64067,0.02
test-64068,0.26
test-64069,0.04
test-6407,0.07
test-64070,0.09
test-64071,0.16
test-64072,0.12
test-64073,0.02
test-64074,0.02
test-64075,0.028333333333333335
test-64076,0.0
test-64077,0.03
test-64078,0.14
test-64079,0.21
test-6408,0.19
test-64080,0.0
test-64081,0.0
test-64082,0.28
test-64083,0.12
test-64084,0.0
test-64085,0.21
test-64086,0.19829686139100652
test-64087,0.19
test-64088,0.02
test-64089,0.05
test-6409,0.07
test-64090,0.03
test-64091,0.13
test-64092,0.14
test-64093,0.0
test-64094,0.01
test-64095,0.2319188034188034
test-64096,0.16643276168276164
test-64097,0.02
test-64098,0.05
test-64099,0.09
test-641,0.36
test-6410,0.14
test-64100,0.11
test-64101,0.14
test-64102,0.2
test-64103,0.05485322647619053
test-64104,0.07
test-64105,0.02
test-64106,0.0
test-64107,0.4
test-64108,0.25
test-64109,0.04
test-6411,0.42152380952380947
test-64110,0.004526315789473685
test-64111,0.06
test-64112,0.03
test-64113,0.13
test-64114,0.02
test-64115,0.24
test-64116,0.07
test-64117,0.09
test-64118,0.24
test-64119,0.19
